method,target,tier,overlap
A_carry_forward,2024,100,60.0
A_carry_forward,2024,150,66.66666666666667
A_carry_forward,2024,200,70.0
A_carry_forward,2024,250,71.2
A_carry_forward,2025,25,48.0
A_carry_forward,2025,50,52.0
A_carry_forward,2025,100,63.0
A_carry_forward,2025,150,66.0
A_carry_forward,2025,200,69.0
A_carry_forward,2025,250,71.2
"E1 P(top25), totals only",2014,25,44.0
"E1 P(top25), totals only",2014,50,56.0
"E1 P(top25), totals only",2014,100,63.0
"E1 P(top25), totals only",2014,150,62.0
"E1 P(top25), totals only",2014,200,62.5
"E1 P(top25), totals only",2014,250,63.6
"E1 P(top25), totals only",2015,25,44.0
"E1 P(top25), totals only",2015,50,46.0
"E1 P(top25), totals only",2015,100,54.0
"E1 P(top25), totals only",2015,150,55.333333333333336
"E1 P(top25), totals only",2015,200,63.5
"E1 P(top25), totals only",2015,250,66.4
"E1 P(top25), totals only",2016,25,56.0
"E1 P(top25), totals only",2016,50,64.0
"E1 P(top25), totals only",2016,100,57.0
"E1 P(top25), totals only",2016,150,57.333333333333336
"E1 P(top25), totals only",2016,200,63.5
"E1 P(top25), totals only",2016,250,66.4
"E1 P(top25), totals only",2017,25,40.0
"E1 P(top25), totals only",2017,50,52.0
"E1 P(top25), totals only",2017,100,60.0
"E1 P(top25), totals only",2017,150,65.33333333333333
"E1 P(top25), totals only",2017,200,64.0
"E1 P(top25), totals only",2017,250,66.8
"E1 P(top25), totals only",2018,25,48.0
"E1 P(top25), totals only",2018,50,58.0
"E1 P(top25), totals only",2018,100,62.0
"E1 P(top25), totals only",2018,150,64.0
"E1 P(top25), totals only",2018,200,66.0
"E1 P(top25), totals only",2018,250,65.2
"E1 P(top25), totals only",2019,25,32.0
"E1 P(top25), totals only",2019,50,56.0
"E1 P(top25), totals only",2019,100,62.0
"E1 P(top25), totals only",2019,150,63.333333333333336
"E1 P(top25), totals only",2019,200,69.5
"E1 P(top25), totals only",2019,250,68.0
"E1 P(top25), totals only",2020,25,52.0
"E1 P(top25), totals only",2020,50,60.0
"E1 P(top25), totals only",2020,100,62.0
"E1 P(top25), totals only",2020,150,62.0
"E1 P(top25), totals only",2020,200,67.0
"E1 P(top25), totals only",2020,250,70.8
"E1 P(top25), totals only",2021,25,44.0
"E1 P(top25), totals only",2021,50,46.0
"E1 P(top25), totals only",2021,100,66.0
"E1 P(top25), totals only",2021,150,62.0
"E1 P(top25), totals only",2021,200,65.0
"E1 P(top25), totals only",2021,250,68.0
"E1 P(top25), totals only",2022,25,48.0
"E1 P(top25), totals only",2022,50,64.0
"E1 P(top25), totals only",2022,100,68.0
"E1 P(top25), totals only",2022,150,64.0
"E1 P(top25), totals only",2022,200,68.0
"E1 P(top25), totals only",2022,250,69.2
"E1 P(top25), totals only",2023,25,28.0
"E1 P(top25), totals only",2023,50,48.0
"E1 P(top25), totals only",2023,100,63.0
"E1 P(top25), totals only",2023,150,63.333333333333336
"E1 P(top25), totals only",2023,200,66.0
"E1 P(top25), totals only",2023,250,68.8
"E1 P(top25), totals only",2024,25,44.0
"E1 P(top25), totals only",2024,50,46.0
"E1 P(top25), totals only",2024,100,60.0
"E1 P(top25), totals only",2024,150,67.33333333333333
"E1 P(top25), totals only",2024,200,70.0
"E1 P(top25), totals only",2024,250,71.2
"E1 P(top25), totals only",2025,25,36.0
"E1 P(top25), totals only",2025,50,56.0
"E1 P(top25), totals only",2025,100,66.0
"E1 P(top25), totals only",2025,150,64.66666666666667
"E1 P(top25), totals only",2025,200,71.0
"E1 P(top25), totals only",2025,250,71.2
W1 P(top25) + weekly shape,2014,25,48.0
W1 P(top25) + weekly shape,2014,50,56.0
W1 P(top25) + weekly shape,2014,100,59.0
W1 P(top25) + weekly shape,2014,150,58.0
W1 P(top25) + weekly shape,2014,200,61.0
W1 P(top25) + weekly shape,2014,250,63.6
W1 P(top25) + weekly shape,2015,25,36.0
W1 P(top25) + weekly shape,2015,50,46.0
W1 P(top25) + weekly shape,2015,100,54.0
W1 P(top25) + weekly shape,2015,150,54.0
W1 P(top25) + weekly shape,2015,200,64.5
W1 P(top25) + weekly shape,2015,250,66.4
W1 P(top25) + weekly shape,2016,25,48.0
W1 P(top25) + weekly shape,2016,50,66.0
W1 P(top25) + weekly shape,2016,100,58.0
W1 P(top25) + weekly shape,2016,150,58.0
W1 P(top25) + weekly shape,2016,200,62.5
W1 P(top25) + weekly shape,2016,250,66.4
W1 P(top25) + weekly shape,2017,25,40.0
W1 P(top25) + weekly shape,2017,50,56.0
W1 P(top25) + weekly shape,2017,100,61.0
W1 P(top25) + weekly shape,2017,150,62.0
W1 P(top25) + weekly shape,2017,200,62.0
W1 P(top25) + weekly shape,2017,250,66.8
W1 P(top25) + weekly shape,2018,25,60.0
W1 P(top25) + weekly shape,2018,50,56.0
W1 P(top25) + weekly shape,2018,100,57.0
W1 P(top25) + weekly shape,2018,150,64.0
W1 P(top25) + weekly shape,2018,200,67.5
W1 P(top25) + weekly shape,2018,250,65.2
W1 P(top25) + weekly shape,2019,25,44.0
W1 P(top25) + weekly shape,2019,50,52.0
W1 P(top25) + weekly shape,2019,100,64.0
W1 P(top25) + weekly shape,2019,150,63.333333333333336
W1 P(top25) + weekly shape,2019,200,69.0
W1 P(top25) + weekly shape,2019,250,68.0
W1 P(top25) + weekly shape,2020,25,48.0
W1 P(top25) + weekly shape,2020,50,50.0
W1 P(top25) + weekly shape,2020,100,59.0
W1 P(top25) + weekly shape,2020,150,63.333333333333336
W1 P(top25) + weekly shape,2020,200,67.0
W1 P(top25) + weekly shape,2020,250,70.8
W1 P(top25) + weekly shape,2021,25,44.0
W1 P(top25) + weekly shape,2021,50,54.0
W1 P(top25) + weekly shape,2021,100,63.0
W1 P(top25) + weekly shape,2021,150,59.333333333333336
W1 P(top25) + weekly shape,2021,200,65.5
W1 P(top25) + weekly shape,2021,250,68.0
W1 P(top25) + weekly shape,2022,25,48.0
W1 P(top25) + weekly shape,2022,50,58.0
W1 P(top25) + weekly shape,2022,100,66.0
W1 P(top25) + weekly shape,2022,150,64.66666666666667
W1 P(top25) + weekly shape,2022,200,69.0
W1 P(top25) + weekly shape,2022,250,69.2
W1 P(top25) + weekly shape,2023,25,32.0
W1 P(top25) + weekly shape,2023,50,48.0
W1 P(top25) + weekly shape,2023,100,61.0
W1 P(top25) + weekly shape,2023,150,65.33333333333333
W1 P(top25) + weekly shape,2023,200,68.5
W1 P(top25) + weekly shape,2023,250,68.8
W1 P(top25) + weekly shape,2024,25,36.0
W1 P(top25) + weekly shape,2024,50,46.0
W1 P(top25) + weekly shape,2024,100,63.0
W1 P(top25) + weekly shape,2024,150,66.66666666666667
W1 P(top25) + weekly shape,2024,200,69.0
W1 P(top25) + weekly shape,2024,250,71.2
W1 P(top25) + weekly shape,2025,25,52.0
W1 P(top25) + weekly shape,2025,50,58.0
W1 P(top25) + weekly shape,2025,100,61.0
W1 P(top25) + weekly shape,2025,150,64.66666666666667
W1 P(top25) + weekly shape,2025,200,70.5
W1 P(top25) + weekly shape,2025,250,71.2
